id,type2,fname,cname,sname,rname,fplv,fcname,fspt,fename,rdate,fskl,energy,cenergy,cpower
BT10-097,BATTLE,"Son Goku, Absolute Annihilation",Yellow,Unison Warrior SeriesRise of the Unison Warrior,Rare[R],20000,Son Goku: GT,Saiyan,Shadow Dragon Saga,"July 17, 2020","**[Deflect]** **[Barrier]** **[Unique]** 
**[Permanent]**  If your Leader Card is yellow, your opponent can't activate Extra Cards unless they switch 1 of their energy to Rest Mode.",3((Y)(Y)(Y)),0,5000
BT10-098,BATTLE,Technique Chain Son Goku,Yellow,Unison Warrior SeriesRise of the Unison Warrior,Common[C],15000,Son Goku: GT,Saiyan,Shadow Dragon Saga,"July 17, 2020","**[Unique]** 
**[Activate Main]** (Y), if your Leader Card is a yellow Saiyan card and your opponent has 3 or more energy : Play this card from your hand.
**[Activate Main]** (Y)(Y) : Play up to 1 {Son Goku, Absolute Annihilation} from your deck on top of this card in Active Mode, then shuffle your deck.",3((Y)(Y)),1,10000
BT10-099,BATTLE,"Son Goku, Adventure into the Unknown",Yellow,Unison Warrior SeriesRise of the Unison Warrior,Uncommon[UC],5000,Son Goku: GT,Saiyan,Shadow Dragon Saga,"July 17, 2020","**[Auto]**  Add 1 card from your life to your hand : When this card attacks, it gets +10000 power and **[Critical]**  for the turn.",1((Y)),0,5000
BT10-100,BATTLE,Counterblast Son Gohan,Yellow,Unison Warrior SeriesRise of the Unison Warrior,Uncommon[UC],4000,Son Gohan: GT,Saiyan/Earthling,Shadow Dragon Saga,"July 17, 2020","**[Super Combo]** 
**[Auto]**  If your Leader Card is yellow and your life is at 4 or less : When this card is used in a combo, choose one?
 Draw 1 card.
 During your turn, if your opponent has 5 or more cards in Rest Mode, choose up to 1 of your opponent's Battle Cards with an energy cost of 5 or less in Rest Mode and KO it.
**[Auto]**  When this card is played, choose up to 1 of your opponent's Battle Cards and switch it to Rest Mode.",1((Y)),0,10000
BT10-101,BATTLE,"Son Goten, Flash of Brilliance",Yellow,Unison Warrior SeriesRise of the Unison Warrior,Common[C],15000,Son Goten: GT,Saiyan/Earthling,Shadow Dragon Saga,"July 17, 2020","**[Activate Main]**  If your Leader Card is a yellow Gotenks : Adolescence card and you choose 1 yellow card in your hand and discard it : Add this card from your Drop Area to your hand, and you can't activate the **[Activate Main]**  skill on copies of this card for the turn.",3((Y)),0,5000
BT10-102,BATTLE,Son Goten the Eager,Yellow,Unison Warrior SeriesRise of the Unison Warrior,Uncommon[UC],15000,Son Goten: GT,Saiyan/Earthling,Shadow Dragon Saga,"July 17, 2020","**[Activate Main]**  If your Leader Card is a yellow Gotenks : Adolescence card and you discard this card from your hand : Add up to 1 yellow Trunks : GT card with 15000 power and an energy cost of 3 from your deck to your hand, then shuffle your deck.",2((Y)),0,5000
BT10-103,BATTLE,Pan the Earnest,Yellow,Unison Warrior SeriesRise of the Unison Warrior,Common[C],5000,Pan,Saiyan/Earthling,Shadow Dragon Saga,"July 17, 2020","**[Auto]**  When this card is played, look at up to 5 cards from the top of your deck, add up to 2 yellow Son Goten : GT, Trunks : GT, and/or Gotenks : Adolescence cards among them to your hand; shuffle your deck, then choose 1 card in your hand and discard it if you added 2 cards to your hand.",1((Y)),0,5000
BT10-104,BATTLE,Pan,Yellow,Unison Warrior SeriesRise of the Unison Warrior,Common[C],10000,Pan,Saiyan/Earthling,Shadow Dragon Saga,"July 17, 2020",-,1((Y)),0,5000
BT10-105,BATTLE,"Vegeta, Prideful Transformation",Yellow,Unison Warrior SeriesRise of the Unison Warrior,Super Rare[SR],14000,Vegeta: GT,Saiyan,Shadow Dragon Saga,"July 17, 2020","**[Blocker]** 
**[Counter Play]**  You can't activate the **[Counter Play]**  skills of other cards for the turn : The Battle Card being played is played in Rest Mode, then play this card.
**[Permanent]**  If you have a yellow Unison Card with 2 or more markers in play, you can activate this card's **[Counter]**  skill from your hand without paying its energy cost.",3((Y)),0,5000
BT10-106,BATTLE,"Vegeta, Earthbound Pride",Yellow,Unison Warrior SeriesRise of the Unison Warrior,Common[C],15000,Vegeta: GT,Saiyan,Shadow Dragon Saga,"July 17, 2020","**[Super Combo]** 
**[Auto]**  If your Leader Card is yellow and your life is at 4 or less : When this card is used in a combo, draw 1 card.",2((Y)(Y)),0,10000
BT10-107,BATTLE,Vegeta the Impregnable,Yellow,Unison Warrior SeriesRise of the Unison Warrior,Common[C],5000,Vegeta: GT,Saiyan,Shadow Dragon Saga,"July 17, 2020","**[Auto]**  When this card is played, look at up to 5 cards from the top of your deck, add up to 1 yellow Unison Card with a specified cost of 2 or 1 yellow Saiyan card with an energy cost of 3 or less among them to your hand, then shuffle your deck.",1((Y)),0,5000
BT10-108,BATTLE,"Trunks, Flash of Brilliance",Yellow,Unison Warrior SeriesRise of the Unison Warrior,Common[C],15000,Trunks: GT,Saiyan/Earthling,Shadow Dragon Saga,"July 17, 2020","**[Activate Main]**  If your Leader Card is a yellow Gotenks : Adolescence card and you choose 1 yellow card in your hand and discard it : Add this card from your Drop Area to your hand, and you can't activate the **[Activate Main]**  skill on copies of this card for the turn.",3((Y)),0,5000
BT10-109,BATTLE,Trunks the Eager,Yellow,Unison Warrior SeriesRise of the Unison Warrior,Uncommon[UC],15000,Trunks: GT,Saiyan/Earthling,Shadow Dragon Saga,"July 17, 2020","**[Activate Main]**  If your Leader Card is a yellow Gotenks : Adolescence card and you discard this card from your hand : Add up to 1 yellow Son Goten : GT card with 15000 power and an energy cost of 3 from your deck to your hand, then shuffle your deck.",2((Y)),0,5000
BT10-110,BATTLE,"Gotenks, Going All-Out",Yellow,Unison Warrior SeriesRise of the Unison Warrior,Super Rare[SR],25000,Gotenks: Adolescence,Saiyan/Earthling,Special,"July 17, 2020","**[Double Strike]** **[Dual Attack]** 
**[Union-Fusion]** (Y)(Y)(Y), draw 2 cards : Yellow Son Goten : GT and yellow Trunks : GT.
**[Auto]**  When this card is played, choose up to 1 of your opponent's Battle Cards in Rest Mode, ignoring **[Barrier]** , negate its skills for the turn, then KO it.",7((Y)(Y)(Y)(Y)),1,10000
BT10-111,BATTLE,"Gotenks, Overwhelming Might",Yellow,Unison Warrior SeriesRise of the Unison Warrior,Uncommon[UC],20000,Gotenks: Adolescence,Saiyan/Earthling,Special,"July 17, 2020","**[Critical]** 
**[Union-Fusion]** (Y)(Y) : Yellow Son Goten : GT and yellow Trunks : GT.
**[Auto]**  When this card is played, choose up to 1 of your opponent's Battle Cards, negate its skills for the turn, and draw 1 card.
**[Activate Main]**  Place this card at the bottom of its owner's deck : Add up to 1 yellow Son Goten : GT card and up to 1 yellow Trunks : GT card from your Drop Area to your hand.",4((Y)),0,5000
BT10-112,BATTLE,"Gotenks, the Power of Fusion",Yellow,Unison Warrior SeriesRise of the Unison Warrior,Rare[R],20000,Gotenks: Adolescence,Saiyan/Earthling,Special,"July 17, 2020","**[Double Strike]** 
**[Union-Fusion]** (Y)(Y) : Yellow Son Goten : GT and yellow Trunks : GT.
**[Auto]**  When this card is played, choose up to 1 of your opponent's Battle Cards in Rest Mode, KO it, and draw 1 card.
**[Activate Main]**  Place this card at the bottom of its owner's deck : Add up to 1 yellow Son Goten : GT card and up to 1 yellow Trunks : GT card from your Drop Area to your hand.",4((Y)),0,5000
BT10-113,BATTLE,"Bulma, Devoted Supporter",Yellow,Unison Warrior SeriesRise of the Unison Warrior,Rare[R],1000,Bulma: GT,Earthling,Shadow Dragon Saga,"July 17, 2020","**[Counter Play]**  If your Leader Card is mono-yellow and you have a yellow Unison Card in play : If the Battle Card being played has an energy cost of 2 or less, it has its skills negated for the turn before being played, then play this card.",1((Y)),0,5000
BT10-114,BATTLE,"Giru, the Dragon Ball Discoverer",Yellow,Unison Warrior SeriesRise of the Unison Warrior,Common[C],5000,Giru,Machine Mutant,Shadow Dragon Saga,"July 17, 2020","**[Auto]**  When this card is played, look at up to 5 cards from the top of your deck, add up to 1 yellow Unison Card with a specified cost of 4 or 1 yellow Battle Card with an energy cost of 1 among them to your hand, then shuffle your deck.",1((Y)),0,5000
BT10-115,BATTLE,"Syn Shenron, Destruction Incarnate",Yellow,Unison Warrior SeriesRise of the Unison Warrior,Rare[R],30000,Syn Shenron,Shadow Dragon,Shadow Dragon Saga,"July 17, 2020","**[Blocker]** **[Revenge]** 
**[EX-Evolve]** (Y) : Syn Shenron with an energy cost of 4.
**[Auto]**  When your opponent plays a Battle Card, you may choose that Battle Card, ignoring **[Barrier]** , and negate its skills for the turn.
**[Auto]**  When this card is removed from your Battle Area by an opponent's skill or KO'd, draw 2 cards, then play up to 1 {Negative Energy One-Star Ball} from your Drop Area.",9((Y)(Y)(Y)(Y)),1,10000
BT10-116,BATTLE,"Syn Shenron, Shadow Dragon Leader",Yellow,Unison Warrior SeriesRise of the Unison Warrior,Uncommon[UC],19000,Syn Shenron,Shadow Dragon,Shadow Dragon Saga,"July 17, 2020","**[Blocker]** 
**[Auto]**  When this card is removed from your Battle Area by an opponent's skill, draw 1 card, then play up to 1 {Negative Energy One-Star Ball} from your Drop Area.
**[Auto]**  When this card is played, choose up to 1 of your opponent's Leader Cards in Rest Mode or Battle Cards with an energy cost of 4 or less in Rest Mode, and it can't attack until the end of your opponent's next turn.",4((Y)),0,5000
BT10-117,BATTLE,"Haze Shenron, Venomous Mist",Yellow,Unison Warrior SeriesRise of the Unison Warrior,Rare[R],20000,Haze Shenron,Shadow Dragon,Shadow Dragon Saga,"July 17, 2020","**[Double Strike]** 
**[EX-Evolve]**  : Haze Shenron with an energy cost of 3.
**[Auto]**  When a card evolves into this card, switch this card to Active Mode, and you can't play copies of this card for the turn.
**[Auto]**  If your Leader Card is a Shadow Dragon card and you choose 1 Shadow Dragon card in your hand and discard it : When this card attacks or is used in a combo, choose 1 of your opponent's Battle Cards in Rest Mode with an energy cost greater than their current energy and KO it.",4((Y)(Y)),0,5000
BT10-118,BATTLE,"Haze Shenron, the Poisonmancer",Yellow,Unison Warrior SeriesRise of the Unison Warrior,Common[C],15000,Haze Shenron,Shadow Dragon,Shadow Dragon Saga,"July 17, 2020","**[Critical]** 
**[Auto]**  When this card is played, add up to 1 Shadow Dragon card with an energy cost of 4 or less from your Drop Area to your hand.",3((Y)(Y)),0,5000
BT10-119,BATTLE,Negative Energy One-Star Ball,Yellow,Unison Warrior SeriesRise of the Unison Warrior,Common[C],1,Syn Shenron,Shadow Dragon,Shadow Dragon Saga,"July 17, 2020","**[Permanent]**  This card can't attack and isn't affected by your opponent's skills.
**[Activate Main]** (Y), if your Leader Card is a Shadow Dragon card and you place this card in its owner's Drop Area : Choose up to 1 Syn Shenron card with an energy cost between 2 and 4 in your deck or hand, play it, then shuffle your deck if you looked through it.",1((Y)),0,5000
BT10-120,BATTLE,Negative Energy Two-Star Ball,Yellow,Unison Warrior SeriesRise of the Unison Warrior,Common[C],1,Haze Shenron,Shadow Dragon,Shadow Dragon Saga,"July 17, 2020","**[Permanent]**  This card can't attack and isn't affected by your opponent's skills.
**[Activate Main]** (Y), if your Leader Card is a Shadow Dragon card and you place this card in its owner's Drop Area : Choose up to 1 Haze Shenron card with an energy cost of 2 or 3 in your deck or hand, play it, then shuffle your deck if you looked through it.",1((Y)),0,5000
BT10-126,BATTLE,"Majin Buu, Wickedness Incarnate",Black,Unison Warrior SeriesRise of the Unison Warrior,Rare[R],20000,Majin Buu,Majin,Majin Buu Saga,"July 17, 2020","**[Activate Main]** **[one]** , if your Leader Card is black, all of your energy is black, and you send this card from your Drop Area to your Warp : You can't activate the **[Activate Main]**  skill on copies of this card for the turn; at the end of the turn, you may choose 1 black card in your hand and discard it. If you do, draw 2 cards.",4(-),0,5000
BT10-127,BATTLE,Bardock the Resolute,Black,Unison Warrior SeriesRise of the Unison Warrior,Uncommon[UC],15000,Bardock: Xeno,Saiyan,Dark Empire Saga,"July 17, 2020","**[Double Strike]** **[Unique]** 
**[Auto]**  If your Leader Card is red : When your opponent's life is added to their hand or placed in their Drop Area by a skill, you may play this card from your hand.
**[Auto]** **[Once per turn]**  When your opponent activates a **[Counter]**  skill, switch this card to Active Mode.",3(-),0,0
BT10-128,BATTLE,"Son Goku, Power of Legend",Black,Unison Warrior SeriesRise of the Unison Warrior,Uncommon[UC],15000,Son Goku: Xeno,Saiyan,Dark Empire Saga,"July 17, 2020","**[Critical]** **[Unique]** 
**[Auto]**  If your Leader Card is green : When one of your card skills makes an opponent discard a card, you may play this card from your hand.
**[Activate Main]**  Send this card to its owner's Warp, and you can't play copies of this card for the turn : Choose up to 1 of your opponent's Battle Cards with an energy cost of 4 or less and send it to its owner's Warp.",3(-),0,0
BT10-129,BATTLE,"Vegeta, Demonstration of Might",Black,Unison Warrior SeriesRise of the Unison Warrior,Common[C],15000,Vegeta: Xeno,Saiyan,Dark Empire Saga,"July 17, 2020","**[Over Realm 3]** 
**[Activate Main]**  Choose this card and 1 of your black Battle Cards with an energy cost of 3 or less : Send the chosen cards to their owners' Warps, then draw 1 card.",3(-),0,5000
BT10-130,BATTLE,"Trunks, Elite Descendant",Black,Unison Warrior SeriesRise of the Unison Warrior,Common[C],15000,Trunks: Xeno,Saiyan/Earthling,Dark Empire Saga,"July 17, 2020","**[Over Realm 3]** **[one]** 
**[Auto]**  When this card is played using **[Over Realm]** , play up to 1Vegeta : Xeno card with an energy cost of 3 from your deck in Rest Mode, then shuffle your deck.",3(-),0,5000
BT10-131,BATTLE,"Vegeks, Burning Impact Unleashed",Black,Unison Warrior SeriesRise of the Unison Warrior,Common[C],30000,Vegeks: Xeno,Saiyan/Earthling,Dark Empire Saga,"July 17, 2020","**[Double Strike]** 
**[Xeno-Evolve]**  Vegeks : Xeno with an energy cost of 6.
**[Auto]**  When this card attacks, choose up to 1 of your opponent's Battle Cards and send it to its owner's Warp.",7(-),0,5000
BT10-132,BATTLE,"Vegeks, Spacetime Synthesis",Black,Unison Warrior SeriesRise of the Unison Warrior,Rare[R],25000,Vegeks: Xeno,Saiyan/Earthling,Dark Empire Saga,"July 17, 2020","**[Double Strike]** 
**[Union-Potara]** **[three]**  : Trunks : Xeno and Vegeta : Xeno.
**[Permanent]**  You can choose Battle Cards in your Warp when choosing cards to use with this card's **[Union]**  skill from your hand.
**[Auto]**  When this card is played, add up to 1 Battle Card with an energy cost of 4 or less from your Warp to your hand.",6(-),0,5000
BT10-133,BATTLE,"Demigra, the Sinister Sorcerer",Black,Unison Warrior SeriesRise of the Unison Warrior,Common[C],20000,Demigra,Demon God,Dark Empire Saga,"July 17, 2020","**[Over Realm 5]** 
**[Auto]**  When this card attacks, your opponent chooses 1 card in their hand and sends it to their Warp. If the card your opponent sent to their Warp was a Battle Card, combo it with this card.",5(-),0,5000
BT10-134,BATTLE,"Mira, Explosion of Energy",Black,Unison Warrior SeriesRise of the Unison Warrior,Common[C],25000,Mira,Android,Dark Empire Saga,"July 17, 2020","**[Critical]** **[Barrier]** 
**[Auto]**  When this card is played, your opponent chooses 2 cards in their hand and sends them to their Warp.
**[Auto]**  Choose 2 cards in your hand and send them to your Warp : When one of your opponent's cards attacks, negate the attack, then negate this skill for the turn.",5(-),0,5000
