id,type2,fname,bname,cname,sname,rname,fplv,bplv,fcname,bcname,fspt,bspt,fename,bename,rdate,fskl,bskl
SD5-01,LEADER,Golden Great Ape Son Goku,Long Odds SS4 Son Goku,Yellow,STARTER DECKï½THE CRIMSON SAIYANï½ãDBS-SD05ã,Starter Rare[ST],10000,15000,Son Goku: GT,Son Goku: GT,Saiyan/Goku's Lineage,Saiyan/Goku's Lineage,Baby Saga,Baby Saga,"July 13,2018","**[Auto]**  When this card attacks a Leader Card, draw 1 card.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Auto]**  When this card attacks, draw 1 card.
**[Permanent]**  When your life is less than or equal to your opponent's life, this card gains +5000 power and **[Critical]**  (When this card inflicts damage to your opponent's life, they place that many cards in their Drop Area instead of their hand) during your turn. "
SD4-01,LEADER,Piccolo Jr.,"Piccolo Jr., Evil Reborn",Green,STARTER DECKï½THE Guardian of Namekiansï½ãDBS-SD04ã,Starter Rare[ST],10000,15000,Piccolo Jr.,Piccolo Jr.,Namekian,Namekian,World Martial Arts Tournament Saga,World Martial Arts Tournament Saga,"July 13,2018","**[Auto]**  When this card attacks a Leader Card, draw 1 card.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Auto]**  When this card attacks, draw 1 card.
**[Activate Main]**  **[Once per turn]**  **[]**  : Choose 1 of your opponent's Battle Cards with an energy cost of 5 or less and KO it, then this card gains +5000 power for the duration of the turn."
SD3-01,LEADER,The Masked Saiyan,"Bardock, Unbound by Darkness",Black,Series 3 Starterï½THE DARK INVASIONï½,Starter Rare[ST],10000,15000,Masked Saiyan,Bardock : Xeno,Saiyan,Saiyan,Dark Demon Realm Saga,Dark Demon Realm Saga,"March 9, 2018","**[Activate Main]**  **[Once per turn]**  Place the top 3 cards of your deck in the Drop Area : If you place a black card in the Drop Area with this skill, this card gains **[Critical]**  (When this card inflicts damage to your opponent's life, they place that many cards in their Drop Area instead of their hand) for the duration of the turn. If a card of any other color is placed in the Drop Area, this card also gains +5000 power for the duration of the turn.
**[Awaken]**  When your life is at 4 or less : You may draw 2 cards and flip this card over.","**[Activate Main]**  **[Once per turn]**  Place the top 3 cards of your deck in the Drop Area : If you place a black card in the Drop Area with this skill, this card gains **[Critical]**  for the duration of the turn. If a card of any other color is placed in the Drop Area, this card also gains +5000 power for the duration of the turn.
**[Auto]**  When this card attacks, draw 1 card."
SD2-01,LEADER,Son Goku,Rising Spirit Super Saiyan Son Goku,Red,Series 3 Starterï½THE EXTREME EVOLUTIONï½,Starter Rare[ST],10000,15000,Son Goku: GT,Son Goku: GT,Saiyan,Saiyan,Black Star Dragon Ball Saga,Black Star Dragon Ball Saga,"March 9, 2018","**[Auto]**  When this card attacks a Leader Card, draw 1 card.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Permanent]**  During your turn, when your life is at 3 or less, this card gains +5000 power.
**[Auto]**  When this card attacks, draw 1 card, and if this card's power is 25000 or more, it gains **[Double Strike]**  (This card inflicts 2 damage instead of 1 when attacking) for the duration of the turn."
SD1-01,LEADER,Super Saiyan God Son Goku,"SSGSS Son Goku, The Soul Striker",Blue,Series 1 Starterï½THE AWAKENINGï½,Starter Rare[ST],10000,15000,Son Goku,Son Goku,Saiyan,Saiyan,Resurrection âFâ Saga,Resurrection âFâ Saga,"July 28, 2017","**[Auto]**  When this card attacks, choose up to 1 of your blue energy and switch it to Active Mode.
**[Awaken]**  When your life is at 4 or less : You may draw 2 cards and flip this card over.","**[Permanent]**  During your turn, if you have 5 or more energy, this card gains +5000 power.
**[Auto]**  When this card attacks, draw 1 card.  Choose up to 2 of your blue energy and switch it to Active Mode."
XD3-01,LEADER,Cell,"Cell & Cell Jr., Endless Supremity",Green,EXPERT DECK~THE ULTIMATE LIFE FORM~[DBS-XD03],Starter Rare[ST],10000,15000,Cell,Cell/Cell Jr.,Android,Android,Android Cell Saga,Android Cell Saga,"February 14, 2020","**[Auto]**  When this card is placed in your Leader Area, choose up to 1 {Cell Games Arena} from your deck, activate it, and you can't activate **[Field]**  cards for the duration of the game.
**[Activate Main]** **[Once per turn]**  Choose 1 green or yellow card from your hand, place it under this card, then choose 1 card in your life and place it in your Drop Area : Draw 2 cards.
**[Awaken]**  If there is a total of 4 or more energy between you and your opponent : You may draw 2 cards and flip this card over.","**[Activate Main]** **[Once per turn]**  Choose 1 green or yellow card from your hand, place it under this card, then choose 1 card in your life and place it in your Drop Area : Draw 2 cards.
**[Activate Main]** **[Once per turn]**  Choose 2 cards under this card and place them in their owners' Drop Areas : Play 2 Cell Jr. tokens. (Cell Jr. tokens have 10000 power, 0 combo cost, and 5000 combo power.)"
XD2-01,LEADER,Android 21,Self-Control Android 21,Blue,EXPERT DECK~ANDROID DUALITY~[DBS-XD02],Starter Rare[ST],10000,15000,Android 21,Android 21,Android/Scientist,Android/Scientist,Special,Special,"November 22, 2019","**[Auto]**  When this card attacks, draw 1 card. 
**[Awaken]**  When you have a Blue/Green multicolor card in your energy and your life is at 6 or less : You may draw 1 card, then choose up to 1 of your energy, switch it to Active Mode, and flip this card over.","**[Permanent]**  You can't play Battle Cards with an original energy cost of 6 or more. 
**[Auto]** **[Once per turn]**  When a card in your energy is placed in your Drop Area by one of your skills, draw 1 card, then choose up to 1 Blue/Green multicolor card in your Drop Area, and add it to your energy in Rest Mode; at the start of your opponent's next Main Phase, choose up to 1 Blue/Green multicolor card in your energy and switch it to Active Mode."
XD1-01,LEADER,Cabba,"Vegeta & Cabba, Master & Pupil",Yellow,EXPERT DECK~UNIVERSE 6 ASSAILANTS~[DBS-XD01],Starter Rare[ST],10000,15000,Cabba,Vegeta/Cabba,Saiyan/Alien/Universe 6,Saiyan/Alien/Universe 7/Universe 6,Universe Survival Saga,Universe Survival Saga,"August 2, 2019","**[Permanent]**  You can't include non-Universe 6 Battle Cards in your deck, except for Vegeta cards.
**[Auto]**  When a blue or yellow Universe 6 card is played in your Battle Area, that card gets +5000 power for the duration of the turn, then choose up to 1 card in your life and add it to your hand.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Permanent]**  This card gets +5000 power when all of your opponent's energy is in Rest Mode.
**[Auto]**  When this card attacks, draw 1 card.
**[Auto]**  When your opponent's Leader Card attacks, if all of your opponent's energy is in Rest Mode, choose up to 2 of your opponent's energy. Cards chosen with this card's skill can't be switched to Active Mode during your opponent's next Charge Phase.
**[Auto]** **[Once per turn]**  When one of your card skills switches an opponent's Battle Card or energy to Rest Mode, draw 1 card."
EX12-01,LEADER,Toppo,"Toppo, Candidate of Destruction",Yellow,EXPANSION SET 12-Universe 11 Unison-,Expansion Rare[EX],10000,15000,Toppo,Toppo,Alien/Pride Troopers/Universe 11,Alien/Pride Troopers/Universe 11,Universe Survival Saga,Universe Survival Saga,"May 29, 2020","**[Auto]**  When this card attacks, draw 1 card.
**[Awaken]**  When your life is at 4 or less or you have a yellow Unison Card with a specified cost of 2 in play : You may choose up to 2 of your energy, switch them to Active Mode, then choose cards in your life and add them to your hand until you have 6 life left, and flip this card over.","**[Auto]**  When this card attacks, draw 1 card.
**[Permanent]**  If you have a yellow Unison Card with a specified cost of 2 in play, when a player plays a Battle Card, that player can't play Battle Cards for the turn."
EX11-01,LEADER,Vegeta,"Vegeta, Candidate of Destruction",Red,EXPANSION SET 11-Universe 7 Unison-,Expansion Rare[EX],10000,15000,Vegeta,Vegeta,Saiyan/Universe 7,Saiyan/Universe 7,Universe Survival Saga,Universe Survival Saga,"May 29, 2020","**[Auto]**  When this card attacks, draw 1 card.
**[Awaken]**  When your life is at 4 or less, or your opponent has 3 or more energy and you have a red Unison Card with a specified cost of 2 in play : You may draw 2 cards, choose cards in your life and add them to your hand until you have 6 life left, and flip this card over.","**[Auto]** **[Once per turn]**  When this card attacks, draw 1 card.
**[Auto]** **[Once per turn]**  When this card's power is decreased by a skill, it gains **[Dual Attack]**  for the turn."
EX10-03,LEADER,Piccolo,"Son Gohan & Piccolo, Surge of Consciousness",Blue/Green,EXPANSION SET 10-Namekian Surge-,Expansion Rare[EX],10000,15000,Piccolo,Son Gohan: Youth/Piccolo,Namekian/Frenzied Warrior,Saiyan/Earthling/Namekian,Dr. Uiro Saga,Dr. Uiro Saga,"January 17, 2020","**[Auto]** **[Once per turn]**  At the beginning of your turn, look at the top card of your deck, place the card on the top or bottom of your deck, then draw 1 card.
**[Awaken: Surge]**  Choose 1 blue card and 1 green card in your hand and place them under this card : You may draw 3 cards, then choose up to 1 of your energy, switch it to Active Mode, and flip this card over.","**[Activate: Main/Battle]** **[Once per turn]**  If your life is at 3 or less and you choose 1 card under this card and place it in its owner's Drop Area : Choose one-
 Your opponent chooses 2 cards in their hand and sends them to their Warp.
 Choose 1 Blue/Green multicolor card in your Drop Area, negate its **[Energy-Exhaust]**  skill, then place it in your energy."
EX09-03,LEADER,Super Saiyan Son Goku,"SSG Son Goku, Surge of Divinity",Red/Yellow,EXPANSION SET 09-Saiyan Surge- ,Expansion Rare[EX],10000,15000,Son Goku,Son Goku,Saiyan,Saiyan,Battle of Gods Saga,Battle of Gods Saga,"January 17, 2020","**[Auto]**  When this card attacks, draw 2 cards, then choose 1 card in your hand and place it in your Drop Area.
**[Awaken: Surge]**  Choose 1 red card and 1 yellow card in your hand and place them under this card : You may draw 3 cards, then choose up to 1 of your energy, switch it to Active Mode, and flip this card over.","**[Activate: Main/Battle]** **[Once per turn]**  If your life is at 5 or less and you choose 1 card under this card and place it in its owner's Drop Area : Choose one-
 Choose all of your opponent's Battle Cards, ignoring **[Barrier]** , and negate their skills for the duration of the turn.
 This card gets +10000 power and **[Critical]**  for the duration of the turn."
EX06-29,LEADER,Towa,"Towa, Chaosbringer",Black,Special Anniversary Box,Expansion Rare[EX],10000,15000,Towa,Towa,Demon Realm Race,Demon Realm Race,Dark Demon Realm Saga,Dark Demon Realm Saga,"June 21, 2019","**[Activate Main]** **[Once per turn]** **[Burst 3]**  Look at up to 5 cards from the top of your deck, choose up to 1 Mira or Fu card among them, add it to your hand, then shuffle your deck.
**[Awaken]**  When you have 10 or more black cards in your Warp : You may draw 1 card, choose up to 1 of your energy and switch it to Active Mode, then flip this card over.","**[Activate Main]** **[Once per turn]**  Choose 3 black cards in your Warp and place them in your Drop Area : Choose up to 1 Mira card in your Battle Area and it gains **[Critical]**  for the duration of the turn.
**[Activate Battle]** **[Once per turn]** **[one]** , choose 1 card in your hand and place it in your Drop Area : Choose up to 1 keyword skill on an opponent's Battle Card and negate it for the duration of the turn."
EX03-01,LEADER,Kefla,Explosive Power Kefla,Red,ULTIMATE BOX,Expansion Rare[EX],10000,15000,Kefla,Kefla,Saiyan/Alien/Universe 6,Saiyan/Alien/Universe 6,Universe Survival Saga,Universe Survival Saga,"August 2,2018","**[Auto]**  When this card attacks a Leader Card, you may choose 1 Universe 6 in your hand and place it in your Drop Area. If you do so, draw 2 cards.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Auto]**  When this card attacks, draw 1 card.
**[Activate Main]** **[Once per turn]**  Choose 1 Universe 6 in your hand and place it in your Drop Area : Choose this card or one of your Universe 6 Battle Cards. It gains +5000 power and **[Double Strike]**  for the duration of the turn."
EX03-07,LEADER,Vegeta,Explosive Power Vegeta,Blue,ULTIMATE BOX,Expansion Rare[EX],10000,15000,Vegeta,Vegeta,Saiyan/Universe 7,Saiyan/Universe 7,Universe Survival Saga,Universe Survival Saga,"August 2,2018","**[Warrior of Universe 7]**  (Treat Universe 7 in all areas as if they had no specified cost)
**[Auto]**  When this card attacks a Leader Card, if you have a Universe 7 in your Energy Area, draw 1 card, and this card gains +5000 power for the duration of the turn.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Warrior of Universe 7]** 
**[Permanent]**  During your turn, if you have 3 or more Universe 7 in your Energy Area, this card gains +5000 power.
**[Auto]**  When this card attacks, draw 1 card. You may choose up to 1 of your energy and add it to your hand. If you chose to add a card from your nergy Area to your hand, choose up to 1 card in your hand and add it to your energy."
EX03-13,LEADER,Son Goku,Explosive Power Son Goku,Green,ULTIMATE BOX,Expansion Rare[EX],10000,15000,Son Goku,Son Goku,Saiyan/Universe 7,Saiyan/Universe 7,Universe Survival Saga,Universe Survival Saga,"August 2,2018","**[Warrior of Universe 7]**  (Treat Universe 7 in all areas as if they had no specified cost)
**[Auto]** **[Bond 1]**  Universe 7(This skill takes effect when you have 1 or more of the specified Battle Cards in play) : When this card attacks a Leader Card, draw 1 card, and this card gains +5000 power for the duration of the turn.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Warrior of Universe 7]** 
**[Permanent]** **[Bond 2]**  Universe 7 : During your turn, this card gains +5000 power and **[Double Strike]** .
**[Auto]**  When this card attacks, draw 1 card.
"
EX03-19,LEADER,Jiren,Explosive Power Jiren,Yellow,ULTIMATE BOX,Expansion Rare[EX],10000,15000,Jiren,Jiren,Alien/Pride Troopers/Universe 11,Alien/Pride Troopers/Universe 11,Universe Survival Saga,Universe Survival Saga,"August 2,2018","**[Auto]**  When this card attacks a Leader Card, you may choose 1 Universe 11 in your hand and place it in your Drop Area. If you do so, draw 2 cards.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Auto]**  When this card attacks, draw 1 card.
**[Activate Main]**  Choose 9 Universe 11 in your Drop Area and send them to your Warp : This card gains **[Quadruple Strike]**  for the duration of the turn."
EX03-25,LEADER,Zen-Oh,"Zen-Oh, Ruler of the Universe",Black,ULTIMATE BOX,Expansion Rare[EX],10000,15000,Zen-Oh,Zen-Oh,God,God,Universe Survival Saga,Universe Survival Saga,"August 2,2018","**[Permanent]**  You can't include cards in your deck that don't have Universe as part of their special trait.
**[Permanent]**  Treat cards with Universe as part of their special traits in all areas as if they had no specified cost. 
**[Auto]**  When this card attacks a Leader Card, place up to 2 cards from the top of your deck in your Drop Area, then draw 1 card.
**[Awaken]**  When your life is at 4 or less : You may choose up to 2 of your energy, switch them to Active Mode, and flip this card over.","**[Permanent]**  Treat cards with Universe as part of their special traits in all areas as if they had no specified cost. 
**[Auto]**  When this card attacks, place up to 2 cards from the top of your deck in your Drop Area, and draw 1 card.
**[Activate Main]** **[Once per turn]**  Choose 10 cards in your Drop Area and send them to your Warp : Your opponent chooses 2 cards from their hand and places them in their Drop Area."
